"code","libelle_x","pct_pop_0_24","pct_pop_25_64","pct_pop_65_plus","pct_union_libre","pct_ouvriers","pct_sans_emploi","pct_fam_3_enfants_plus","taux_de_natalite_annuel_moyen_2015_2021","taux_de_mortalite_annuel_moyen_2015_2021"
1004,"Ambérieu-en-Bugey",31.1700552039855,50.5722364346304,18.6279789955568,10.6,13.5451730173691,24.3210862619808,12,15.4,9.2
1014,"Arbent",27.1047227926078,49.222645937225,24.0246406570842,7.1,20.0645350542681,23.2419547079857,10.4,8.8,7.1
1024,"Attignat",29.7362110311751,53.1774580335731,17.8057553956835,11.2,11.7505995203837,15.8399098083427,9.2,10.9,4.4
1025,"Bâgé-Dommartin",30.7011070110701,53.849938499385,15.4243542435424,11.8,12.8905289052891,18.0904522613065,10.1,11,5.7
1031,"Bellignat",32.5907590759076,47.964796479648,20.2420242024202,6.5,13.2288228822882,35.1490825688073,16.2,10.9,5.2
1032,"Béligneux",34.0128130460105,52.2714036109493,13.8031450203844,11,11.0366919044846,25.6267409470752,14.7,14.5,8.4
1033,"Valserhône",31.9361767413317,54.5688861613992,16.9929426204357,12,15.5630561521939,24.3589743589744,10.9,13.7,8.9
1034,"Belley",27.4163870548761,46.9206624093517,26.020132048923,9.7,14.4496157592813,28.6274509803922,10,10.2,13.4
1043,"Beynost",30.9616567562026,50.2358006971499,18.8845601804388,8.5,6.72544597088374,20.4081632653061,8,8.8,6
1049,"La Boisse",31.3002082713478,54.5968461767331,13.0615888128533,9.3,7.94406426658733,21.3623978201635,11.7,12.6,4.7
1053,"Bourg-en-Bresse",30.3961468994582,46.7645996387718,23.1499096929561,9.1,11.6676700782661,38.1791029404192,13.8,11.8,11.3
1071,"Cessy",32.8057282833993,60.0150744299981,7.65027322404372,13.4,8.4039947239495,18.8069073783359,6.9,11,2.4
1093,"Châtillon-sur-Chalaronne",26.0723463135007,46.7879027475786,26.882783158727,12.6,11.8205178889109,18.2931981411069,6.7,7.4,18.3
1138,"Culoz-Béon",28.7215411558669,48.0151780502043,23.4384121424402,10.9,14.0105078809107,23.2826747720365,11.3,13.4,8.5
1142,"Dagneux",34.3362087102882,49.1899852724595,16.4948453608247,10.6,8.62613086471702,21.7279726261762,11.5,12.8,4.2
1143,"Divonne-les-Bains",28.7067179638946,52.8854690736904,18.5163263292887,10.5,3.43296833382658,22.9061742212274,9.1,9.5,5.2
1159,"Feillens",26.1756876663709,53.8302277432712,20.6447796509908,13.1,12.6293995859213,12.967032967033,6.6,11.7,9.6
1160,"Ferney-Voltaire",29.3315018315018,58.9102564102564,11.7490842490842,9.2,7.66483516483517,23.6281672625525,9.3,9.6,2.7
1173,"Gex",30.4098486007035,59.0227863587705,10.185043584646,16.3,10.9879186419942,16.1678973960358,8.2,16,5.7
1185,"Plateau d'Hauteville",22.7376742250884,48.1173288953609,28.4168920324527,9.8,10.6719367588933,23.0004323389537,6.1,7.2,16
1194,"Jassans-Riottier",29.0952006294256,47.2226593233674,23.7450826121164,8.8,10.2596380802518,21.1262912362546,9.7,11.5,9.6
1202,"Lagnieu",28.9075399009356,49.8073747936158,21.2025316455696,10.3,14.2542652724271,22.5414364640884,7.7,11.1,9.3
1224,"Loyettes",34.2502218278616,50.7246376811594,15.1730257320319,12.9,12.2744750073943,17.4344023323615,12.2,12.7,5.1
1244,"Meximieux",32.3809523809524,50.5504019789734,16.9573283858998,9.4,10.6988249845393,21.9965745045265,10.4,12,9
1249,"Miribel",33.4083129584352,54.8753056234719,17.5843520782396,9.9,9.2518337408313,21.3509178399572,10.6,12.9,8.2
1262,"Montluel",30.2720093594618,51.1114360924247,18.6458028663352,10,14.5656624744077,23.2904148783977,10.1,12.2,9
1263,"Montmerle-sur-Saône",29.1402953586498,49.0770042194093,21.5981012658228,10.4,9.07172995780591,17.7861364857603,6.5,9.5,9.9
1265,"Montréal-la-Cluse",30.8669867269133,50.6636543349336,18.9494493081051,10.8,16.4360350183564,33.2775919732441,13.1,10.2,7.2
1269,"Nantua",32.3572049869527,48.2168744563642,19.0779936213395,9.1,19.0779936213395,33.4936861094408,17.5,12.1,16.9
1281,"Ornex",30.724946695096,56.6311300639659,12.7931769722815,8.3,6.88699360341151,25.2635542168675,8.5,9.3,4.4
1283,"Oyonnax",32.7826906675046,47.8116442968084,18.4854334066526,8.8,19.8231359698344,36.1750070415923,18.1,13.1,8.3
1289,"Péronnas",27.4038461538462,46.2624069478908,25.9615384615385,8.9,9.97208436724566,23.0640295005029,10,8.8,12.2
1313,"Prévessin-Moëns",33.4216043252786,57.045128544632,9.35672514619883,9.8,5.7045128544632,22.0116054158607,11.1,9.1,2.1
1320,"Replonges",30.5719415234676,50.0897666068223,20.0051295203898,10.3,10.951526032316,15.6169994879672,7.6,9.7,7.9
1322,"Reyrieux",29.6390741467242,49.1173009023146,20.9297763828953,9.1,7.00274617497058,23.7619808306709,8.6,8.7,18.2
1333,"Saint-André-de-Corcy",27.2565320665083,49.7624703087886,21.8230403800475,9,6.65083135391924,19.2124105011933,8.6,10.4,10.6
1344,"Saint-Denis-lès-Bourg",26.0102259607455,48.3259112650503,25.2350321622959,8.4,8.57661223816593,19.9317406143345,8.7,8.7,7.7
1354,"Saint-Genis-Pouilly",36.0901222695425,64.761643082841,9.7884324769886,11.4,7.9200439620827,24.9681798896903,10,11.5,2.1
1376,"Saint-Maurice-de-Beynost",30.9025270758123,50.8784596871239,18.0986762936221,8.6,10.734055354994,27.1996215704825,12.2,12.9,9.4
